obs_id,service_time
1,5.8089
2,10.6572
3,12.6053
4,9.4557
5,7.2827
6,9.7922
7,7.2177
8,11.8724
9,3.9253
10,7.1403
11,3.6828
12,4.4906
13,14.0911
14,11.6823
15,6.124
16,4.4772
17,2.4947
18,6.5706
19,21.5024
20,9.7177
21,6.5285
22,9.8358
23,4.3737
24,7.2505
25,8.4977
26,7.8897
27,11.2046
28,9.3732
29,10.6689
30,6.2006
31,11.6946
32,15.6673
33,5.5397
34,5.7255
35,13.9337
36,7.5645
37,14.3182
38,6.8414
39,14.6146
40,8.6072
41,9.0548
42,15.27
43,7.066
44,5.6044
45,6.8249
46,9.7858
47,4.3653
48,10.538
49,6.583
50,12.9245
51,3.134
52,5.9618
53,4.1596
54,5.868
55,9.0166
56,7.6012
57,7.3791
58,7.6624
59,8.8583
60,5.4553
61,10.8345
62,10.6447
63,9.5259
64,10.2023
65,9.1941
66,18.4309
67,7.8866
68,7.2223
69,6.0411
70,5.4038
71,4.964
72,5.7229
73,7.9385
74,9.3345
75,8.3349
76,6.0122
77,11.7057
78,10.9766
79,7.661
80,6.2892
81,10.1693
82,8.8039
83,4.5757
84,7.9471
85,9.0686
86,5.698
87,8.8104
88,4.5634
89,13.936
90,13.4527
91,7.3816
92,9.444
93,3.1144
94,5.1421
95,7.2608
96,5.3183
97,10.8673
98,18.1545
99,5.1006
100,5.8417
101,8.9726
102,15.556
103,5.0081
104,9.0215
105,16.9204
106,4.2177
107,4.8919
108,6.8934
109,6.6311
110,11.3027
111,8.995
112,4.0149
113,10.0359
114,6.4817
115,13.596
116,6.3532
117,6.3303
118,10.1396
119,11.0803
120,9.7693
121,4.161
122,10.1271
123,5.3993
124,8.972
125,4.6205
126,9.7623
127,5.9142
128,4.8888
129,10.8648
130,8.9949
131,6.3879
132,14.592
133,6.8465
134,8.2717
135,9.0936
136,6.3734
137,9.8597
138,6.597
139,6.9264
140,14.0842
141,5.3858
142,3.1108
143,15.5549
144,22.6403
145,6.9441
146,3.7632
147,7.2124
148,7.2828
149,7.5688
150,5.2312
151,10.2967
152,10.0724
153,4.4917
154,10.8014
155,18.5612
156,8.7476
157,7.1354
158,7.7152
159,10.4448
160,4.0867
161,8.7212
162,6.9853
163,17.1009
164,7.6166
165,15.9133
166,5.2514
167,10.3285
168,9.2791
169,5.7683
170,8.7667
171,13.2634
172,7.1741
173,4.1504
174,8.109
175,5.6918
176,7.1211
177,7.904
178,4.1278
179,4.2791
180,9.9029
181,6.6254
182,2.9274
183,11.1779
184,9.1061
185,6.1377
186,4.8224
187,11.4081
188,9.3909
189,21.1797
190,9.6608
191,9.5361
192,7.6387
193,11.3216
194,10.4859
195,13.473
196,6.6291
197,6.8609
198,6.742
199,11.2046
200,14.8701
201,6.7969
202,6.8901
203,9.2593
204,7.4016
205,11.9511
206,3.3178
207,5.8669
208,5.9717
209,3.228
210,5.5541
211,5.6629
212,7.535
213,12.7456
214,7.4037
215,5.4069
216,7.9822
217,12.4245
218,5.5268
219,5.6733
220,10.2105
221,7.4737
222,10.5803
223,8.1217
224,10.8121
225,5.3977
226,8.1268
227,7.5062
228,5.0211
229,4.3693
230,10.7435
231,7.0966
232,5.4254
233,7.858
234,12.8226
235,3.2795
236,4.4877
237,5.6454
238,14.6505
239,9.1434
240,11.0998
241,5.1755
242,5.2184
243,9.7681
244,8.3588
245,10.1705
246,7.5756
247,9.1272
248,8.6993
249,11.1463
250,11.2774
251,4.2719
252,3.3237
253,12.191
254,13.1325
255,5.429
256,3.8809
257,8.4962
258,11.8501
259,16.7607
260,10.0394
261,7.0379
262,5.713
263,8.2037
264,7.2449
265,5.4411
266,18.5321
267,16.6776
268,12.8638
269,5.65
270,11.4961
271,10.5471
272,9.7476
273,13.4619
274,10.5292
275,10.9792
276,10.5356
277,9.3588
278,4.001
279,8.4439
280,6.5373
281,4.8943
282,16.0022
283,16.3071
284,14.065
285,9.0439
286,14.0167
287,8.2056
288,8.8562
289,5.2731
290,9.5716
291,8.3658
292,4.8498
293,8.0006
294,7.9098
295,16.7605
296,11.6778
297,8.2036
298,9.0206
299,8.3119
300,7.5295
301,5.2964
302,7.6874
303,6.0591
304,4.9524
305,10.0191
306,9.5497
307,3.9961
308,7.7751
309,12.1616
310,12.4745
311,12.309
312,8.2943
313,5.824
314,5.2937
315,9.3731
316,9.504
317,13.6663
318,12.6796
319,7.7455
320,4.9645
321,7.1876
322,8.9075
323,7.532
324,6.4808
325,9.0354
326,6.6753
327,6.352
328,9.2496
329,6.9532
330,9.0038
331,9.1092
332,5.177
333,6.7363
334,14.514
335,5.1303
336,3.502
337,3.8778
338,8.2618
339,8.2678
340,7.7909
341,13.2723
342,2.8035
343,9.5675
344,15.2499
345,5.2012
346,7.0152
347,6.0427
348,5.7102
349,7.1671
350,14.4543
351,17.0296
352,7.1394
353,17.4969
354,8.2832
355,16.4689
356,7.867
357,8.6057
358,9.4517
359,29.1234
360,11.4789
361,6.154
362,12.0324
363,7.0658
364,6.7134
365,11.7452
366,8.2683
367,9.1288
368,8.212
369,9.3431
370,9.6793
371,3.763
372,10.6614
373,5.5135
374,4.5863
375,7.9776
376,8.4452
377,6.1879
378,11.3863
379,4.7737
380,6.9394
381,6.4627
382,8.0154
383,9.1298
384,5.4567
385,10.9104
386,8.3746
387,3.8314
388,3.7306
389,8.126
390,7.4754
391,7.8352
392,8.0753
393,8.9372
394,11.93
395,5.236
396,5.1101
397,5.2734
398,9.1666
399,13.4366
400,6.8721
401,3.0021
402,4.1305
403,5.852
404,6.5333
405,6.9354
406,8.2932
407,7.2088
408,12.4253
409,6.2314
410,5.7839
411,9.8903
412,4.4182
413,9.5437
414,8.5081
415,7.6985
416,15.4145
417,6.3669
418,18.6178
419,7.462
420,4.8998
421,8.3978
422,5.3095
423,6.0454
424,9.5717
425,10.1984
426,6.367
427,12.1213
428,12.9747
429,14.5054
430,10.0922
431,14.0887
432,3.8485
433,7.1911
434,5.773
435,8.5651
436,6.4975
437,7.6411
438,17.3375
439,7.6302
440,9.6361
441,7.4416
442,8.4173
443,8.1858
444,9.7701
445,13.0153
446,15.7834
447,9.2428
448,10.3379
449,5.1534
450,7.8841
451,11.895
452,11.5466
453,8.8875
454,11.6413
455,9.9374
456,13.1988
457,9.1682
458,7.0832
459,9.3403
460,2.5288
461,9.5177
462,1.8977
463,4.0985
464,9.7836
465,9.8849
466,5.1296
467,6.1421
468,14.1288
469,6.7287
470,20.0287
471,8.1599
472,9.6139
473,15.5919
474,8.6056
475,5.4688
476,7.8155
477,8.0507
478,4.7308
479,7.3718
480,6.0686
481,11.8194
482,8.28
483,7.2928
484,7.8266
485,8.9285
486,10.4513
487,5.4746
488,5.3836
489,12.7034
490,6.9245
491,4.6333
492,9.7525
493,9.8291
494,4.427
495,8.9512
496,10.9598
497,9.4854
498,10.5149
499,4.6566
500,9.3224
